customer,shop,date,month,wday,quantity,billing,num_prod,datediff_next,max_date
_cFlK,~iy,2016-09-13,9,3,4.046,44.6,9,9,FALSE
_cFlK,~iy,2016-09-22,9,5,5.218,66.47,9,5,FALSE
_cFlK,~iy,2016-09-27,9,3,2.086,9.15,3,3,FALSE
_cFlK,~iy,2016-09-30,9,6,5.916,51.88,8,6,FALSE
_cFlK,~iy,2016-10-06,10,5,5.35,36.7,10,7,FALSE
_cFlK,~iy,2016-10-13,10,5,7.428,55.52,9,1,FALSE
_cFlK,~iy,2016-10-14,10,6,0.492,4.87,1,4,FALSE
_cFlK,~iy,2016-10-18,10,3,5.654,45.31,13,6,FALSE
_cFlK,~iy,2016-10-24,10,2,4.048,24.36,4,4,FALSE
_cFlK,~iy,2016-10-28,10,6,10.208,63.2,11,6,FALSE
_cFlK,~iy,2016-11-03,11,5,5.904,47.11,13,4,FALSE
_cFlK,~iy,2016-11-07,11,2,4.55,40.16,6,7,FALSE
_cFlK,~iy,2016-11-14,11,2,7.016,57.56,13,5,FALSE
_cFlK,~iy,2016-11-19,11,7,4.136,47.25,7,6,FALSE
_cFlK,~iy,2016-11-25,11,6,14.374,55.75,17,8,FALSE
_cFlK,~iy,2016-12-03,12,7,3.364,57.67,6,4,FALSE
_cFlK,~iy,2016-12-07,12,4,6.274,28.64,10,7,FALSE
_cFlK,~iy,2016-12-14,12,4,3.668,27.59,7,6,FALSE
_cFlK,~iy,2016-12-20,12,3,2.868,19.59,4,2,FALSE
_cFlK,~iy,2016-12-22,12,5,4.114,23.86,10,6,FALSE
_cFlK,~iy,2016-12-28,12,4,4.33,47.23,11,5,FALSE
_cFlK,~iy,2017-01-02,1,2,5.69,56.19,11,7,FALSE
_cFlK,~iy,2017-01-09,1,2,4.212,30.77,9,7,FALSE
_cFlK,~iy,2017-01-16,1,2,9.658,81.17,19,8,FALSE
_cFlK,~iy,2017-01-24,1,3,7.312,40.44,13,7,FALSE
_cFlK,~iy,2017-01-31,1,3,7.416,72.42,16,7,FALSE
_cFlK,~iy,2017-02-07,2,3,3.662,36.76,7,8,FALSE
_cFlK,~iy,2017-02-15,2,4,5.068,50.78,13,15,FALSE
_cFlK,~iy,2017-03-02,3,5,8.532,56.91,15,6,FALSE
_cFlK,~iy,2017-03-08,3,4,4.514,37.03,8,9,FALSE
_cFlK,~iy,2017-03-17,3,6,4.22,45.32,9,13,FALSE
_cFlK,~iy,2017-03-30,3,5,6.444,69.33,11,26,FALSE
_cFlK,~iy,2017-04-25,4,3,2.75,31.22,5,1,FALSE
_cFlK,~iy,2017-04-26,4,4,3.304,14.2,2,6,FALSE
_cFlK,~iy,2017-05-02,5,3,7.254,94.73,13,7,FALSE
_cFlK,~iy,2017-05-09,5,3,3.25,23.21,5,13,FALSE
_cFlK,~iy,2017-05-22,5,2,4.044,31.46,8,7,FALSE
_cFlK,~iy,2017-05-29,5,2,1.65,31.85,4,2,FALSE
_cFlK,~iy,2017-05-31,5,4,2.358,36.47,5,13,FALSE
_cFlK,~iy,2017-06-13,6,3,5.512,56.32,9,4,FALSE
_cFlK,~iy,2017-06-17,6,7,3.854,22.05,7,3,FALSE
_cFlK,~iy,2017-06-20,6,3,4.348,39.96,6,6,FALSE
_cFlK,~iy,2017-06-26,6,2,2.696,15.85,5,2,FALSE
_cFlK,~iy,2017-06-28,6,4,2.14,37.11,6,12,FALSE
_cFlK,~iy,2017-07-10,7,2,3.116,41.27,8,5,FALSE
_cFlK,~iy,2017-07-15,7,7,4.992,36.92,9,17,FALSE
_cFlK,~iy,2017-08-01,8,3,4.06,48.64,9,3,FALSE
_cFlK,~iy,2017-08-04,8,6,5.074,32.87,7,7,FALSE
_cFlK,~iy,2017-08-11,8,6,4.586,38.27,8,6,FALSE
_cFlK,~iy,2017-08-17,8,5,4.138,43.54,7,5,FALSE
_cFlK,~iy,2017-08-22,8,3,6.882,66.35,10,8,FALSE
_cFlK,~iy,2017-08-30,8,4,5.3,39.44,7,14,FALSE
_cFlK,~iy,2017-09-13,9,4,6.182,50.24,9,16,FALSE
_cFlK,~iy,2017-09-29,9,6,8.256,69.13,12,5,FALSE
_cFlK,~iy,2017-10-04,10,4,5.892,34.69,10,7,FALSE
_cFlK,~iy,2017-10-11,10,4,2.896,47.35,9,6,FALSE
_cFlK,~iy,2017-10-17,10,3,7.936,35.04,11,9,FALSE
_cFlK,~iy,2017-10-26,10,5,3.116,23.69,10,5,FALSE
_cFlK,~iy,2017-10-31,10,3,7.392,42.91,9,7,FALSE
_cFlK,~iy,2017-11-07,11,3,8.046,67.75,16,8,FALSE
_cFlK,~iy,2017-11-15,11,4,4.238,34.64,12,6,FALSE
_cFlK,~iy,2017-11-21,11,3,4.636,44.13,9,7,FALSE
_cFlK,~iy,2017-11-28,11,3,8.18,73.11,18,14,FALSE
_cFlK,~iy,2017-12-12,12,3,3.722,56.56,7,7,FALSE
_cFlK,~iy,2017-12-19,12,3,2.776,40.54,6,3,FALSE
_cFlK,~iy,2017-12-22,12,6,10.24,242.3,6,11,FALSE
_cFlK,~iy,2018-01-02,1,3,5.116,49.51,10,6,FALSE
_cFlK,~iy,2018-01-08,1,2,10.03,67.39,17,10,FALSE
_cFlK,~iy,2018-01-18,1,5,15.412,65.38,15,13,FALSE
_cFlK,~iy,2018-01-31,1,4,7.768,93.47,11,9,FALSE
_cFlK,~iy,2018-02-09,2,6,9.604,36.57,18,4,FALSE
_cFlK,~iy,2018-02-13,2,3,3.38,35.9,6,6,FALSE
_cFlK,~iy,2018-02-19,2,2,2.782,19.51,5,23,FALSE
_cFlK,~iy,2018-03-14,3,4,7.42,41.42,14,10,FALSE
_cFlK,~iy,2018-03-24,3,7,5.878,62.6,10,18,FALSE
_cFlK,~iy,2018-04-11,4,4,7.99,65.27,16,12,FALSE
_cFlK,~iy,2018-04-23,4,2,5.61,47.11,6,9,FALSE
_cFlK,~iy,2018-05-02,5,4,6.41,59.87,17,13,FALSE
_cFlK,~iy,2018-05-15,5,3,8.284,60.69,11,57,FALSE
_cFlK,~iy,2018-07-11,7,4,9.48,60.3,12,13,FALSE
_cFlK,~iy,2018-07-24,7,3,9.356,52.71,8,8,FALSE
_cFlK,~iy,2018-08-01,8,4,8.794,72.97,15,48,FALSE
_cFlK,~iy,2018-09-18,9,3,15.752,61.67,13,22,FALSE
_EO~V,Rtw,2016-12-23,12,6,2.57,33.15,6,10,FALSE
_EO~V,Rtw,2017-01-02,1,2,3.12,21.71,8,14,FALSE
_EO~V,Rtw,2017-01-16,1,2,0.905,6.93,2,14,FALSE
_EO~V,Rtw,2017-01-30,1,2,0.71,7.06,1,1,FALSE
_EO~V,Rtw,2017-01-31,1,3,0.615,11.47,4,21,FALSE
_EO~V,Rtw,2017-02-21,2,3,0.665,10.89,4,6,FALSE
_EO~V,Rtw,2017-02-27,2,2,3.05,15.52,7,21,FALSE
_EO~V,Rtw,2017-03-20,3,2,1.425,14.1,4,15,FALSE
_EO~V,Rtw,2017-04-04,4,3,2.925,46.8,9,14,FALSE
_EO~V,Rtw,2017-04-18,4,3,2.565,5.29,3,22,FALSE
_EO~V,Rtw,2017-05-10,5,4,3.29,25.64,7,5,FALSE
_EO~V,Rtw,2017-05-15,5,2,1.825,13.21,4,7,FALSE
_EO~V,Rtw,2017-05-22,5,2,0.57,5.76,2,3,FALSE
_EO~V,Rtw,2017-05-25,5,5,2.545,8.29,4,12,FALSE
_EO~V,Rtw,2017-06-06,6,3,2.195,22.32,7,17,FALSE
_EO~V,Rtw,2017-06-23,6,6,1.745,21.94,6,17,FALSE
_EO~V,Rtw,2017-07-10,7,2,1.07,15.22,4,3,FALSE
_EO~V,Rtw,2017-07-13,7,5,1.49,19.11,7,4,FALSE
_EO~V,Rtw,2017-07-17,7,2,0.67,9.17,4,17,FALSE
_EO~V,Rtw,2017-08-03,8,5,1.955,18.44,5,11,FALSE
_EO~V,Rtw,2017-08-14,8,2,2.35,16.94,8,5,FALSE
_EO~V,Rtw,2017-08-19,8,7,1.32,12.37,6,9,FALSE
_EO~V,Rtw,2017-08-28,8,2,0.955,14.38,4,10,FALSE
_EO~V,Rtw,2017-09-07,9,5,3.3,12.82,5,8,FALSE
_EO~V,Rtw,2017-09-15,9,6,2.69,22.12,8,11,FALSE
_EO~V,Rtw,2017-09-26,9,3,1.035,10.84,3,8,FALSE
_EO~V,Rtw,2017-10-04,10,4,0.825,15.69,3,6,FALSE
_EO~V,Rtw,2017-10-10,10,3,1.37,17.07,5,13,FALSE
_EO~V,Rtw,2017-10-23,10,2,0.3,2.97,1,7,FALSE
_EO~V,Rtw,2017-10-30,10,2,1.175,2.89,2,14,FALSE
_EO~V,Rtw,2017-11-13,11,2,0.695,9,3,3,FALSE
_EO~V,Rtw,2017-11-16,11,5,1.295,19.28,7,15,FALSE
_EO~V,Rtw,2017-12-01,12,6,2.045,29.69,6,3,FALSE
_EO~V,Rtw,2017-12-04,12,2,0.7,5.95,1,7,FALSE
_EO~V,Rtw,2017-12-11,12,2,3.18,16.6,6,4,FALSE
_EO~V,Rtw,2017-12-15,12,6,1.685,17.75,4,5,FALSE
_EO~V,Rtw,2017-12-20,12,4,1.735,15.12,4,2,FALSE
_EO~V,Rtw,2017-12-22,12,6,4.025,31.79,6,1,FALSE
_EO~V,Rtw,2017-12-23,12,7,2.55,34.64,6,4,FALSE
_EO~V,Rtw,2017-12-27,12,4,4.535,12.52,10,1,FALSE
_EO~V,Rtw,2017-12-28,12,5,1.38,14.33,4,5,FALSE
_EO~V,Rtw,2018-01-02,1,3,1.195,14.81,3,3,FALSE
_EO~V,Rtw,2018-01-05,1,6,1.085,16.44,4,3,FALSE
_EO~V,Rtw,2018-01-08,1,2,0.34,4.87,2,3,FALSE
_EO~V,Rtw,2018-01-11,1,5,2.365,15.91,8,2,FALSE
_EO~V,Rtw,2018-01-13,1,7,2.81,15.4,5,4,FALSE
_EO~V,Rtw,2018-01-17,1,4,1.005,7.25,4,1,FALSE
_EO~V,Rtw,2018-01-18,1,5,4.49,31.68,8,4,FALSE
_EO~V,Rtw,2018-01-22,1,2,1.57,7.42,3,4,FALSE
_EO~V,Rtw,2018-01-26,1,6,4.365,44.23,11,6,FALSE
_EO~V,Rtw,2018-02-01,2,5,4.855,37.38,12,4,FALSE
_EO~V,Rtw,2018-02-05,2,2,1,6.17,2,1,FALSE
_EO~V,Rtw,2018-02-06,2,3,0.59,4.69,1,2,FALSE
_EO~V,Rtw,2018-02-08,2,5,3.69,35.9,13,4,FALSE
_EO~V,Rtw,2018-02-12,2,2,4.44,9.48,6,10,FALSE
_EO~V,Rtw,2018-02-22,2,5,6.335,44.85,12,1,FALSE
_EO~V,Rtw,2018-02-23,2,6,1.145,2.98,2,5,FALSE
_EO~V,Rtw,2018-02-28,2,4,4,3.3,4,1,FALSE
_EO~V,Rtw,2018-03-01,3,5,2.275,18.43,6,5,FALSE
_EO~V,Rtw,2018-03-06,3,3,2.06,11.31,4,2,FALSE
_EO~V,Rtw,2018-03-08,3,5,5.555,42.04,11,5,FALSE
_EO~V,Rtw,2018-03-13,3,3,2.485,17.13,3,2,FALSE
_EO~V,Rtw,2018-03-15,3,5,3.1,31.09,9,7,FALSE
_EO~V,Rtw,2018-03-22,3,5,2.84,33.61,11,5,FALSE
_EO~V,Rtw,2018-03-27,3,3,4.79,17.2,9,1,FALSE
_EO~V,Rtw,2018-03-28,3,4,2.505,0.99,4,1,FALSE
_EO~V,Rtw,2018-03-29,3,5,4.175,27.96,7,5,FALSE
_EO~V,Rtw,2018-04-03,4,3,3.285,7.78,5,2,FALSE
_EO~V,Rtw,2018-04-05,4,5,5.59,39.26,14,5,FALSE
_EO~V,Rtw,2018-04-10,4,3,1.63,12.88,6,2,FALSE
_EO~V,Rtw,2018-04-12,4,5,4.77,42.09,13,5,FALSE
_EO~V,Rtw,2018-04-17,4,3,1.145,3.64,2,2,FALSE
_EO~V,Rtw,2018-04-19,4,5,2.975,29.35,9,2,FALSE
_EO~V,Rtw,2018-04-21,4,7,1.53,15.4,5,3,FALSE
_EO~V,Rtw,2018-04-24,4,3,2.615,19.58,3,2,FALSE
_EO~V,Rtw,2018-04-26,4,5,5.12,31.64,13,4,FALSE
_EO~V,Rtw,2018-04-30,4,2,1.02,15.33,2,3,FALSE
_EO~V,Rtw,2018-05-03,5,5,5.235,38.81,11,5,FALSE
_EO~V,Rtw,2018-05-08,5,3,0.695,7.1,3,2,FALSE
_EO~V,Rtw,2018-05-10,5,5,3.66,18.93,9,7,FALSE
_EO~V,Rtw,2018-05-17,5,5,5.535,26.22,8,1,FALSE
_EO~V,Rtw,2018-05-18,5,6,1.26,7.42,3,6,FALSE
_EO~V,Rtw,2018-05-24,5,5,4.035,34.29,11,5,FALSE
_EO~V,Rtw,2018-05-29,5,3,0.48,4.37,2,2,FALSE
_EO~V,Rtw,2018-05-31,5,5,4.925,39.66,12,6,FALSE
_EO~V,Rtw,2018-06-06,6,4,1.05,11.95,1,2,FALSE
_EO~V,Rtw,2018-06-08,6,6,3.125,31.23,8,4,FALSE
_EO~V,Rtw,2018-06-12,6,3,1.33,4.66,3,2,FALSE
_EO~V,Rtw,2018-06-14,6,5,3.73,32.19,9,1,FALSE
_EO~V,Rtw,2018-06-15,6,6,1.615,6.7,3,4,FALSE
_EO~V,Rtw,2018-06-19,6,3,3.165,8.3,4,2,FALSE
_EO~V,Rtw,2018-06-21,6,5,5.495,25.36,8,7,FALSE
_EO~V,Rtw,2018-06-28,6,5,5.365,37.07,11,8,FALSE
_EO~V,Rtw,2018-07-06,7,6,2.62,20.79,7,3,FALSE
_EO~V,Rtw,2018-07-09,7,2,0.725,5.94,2,4,FALSE
_EO~V,Rtw,2018-07-13,7,6,2.9,14.38,6,3,FALSE
_EO~V,Rtw,2018-07-16,7,2,3.14,22.73,7,3,FALSE
_EO~V,Rtw,2018-07-19,7,5,4.74,18.03,5,4,FALSE
_EO~V,Rtw,2018-07-23,7,2,2.285,23.05,8,2,FALSE
_EO~V,Rtw,2018-07-25,7,4,2.73,11.02,4,1,FALSE
_EO~V,Rtw,2018-07-26,7,5,0.49,9.19,1,5,FALSE
_EO~V,Rtw,2018-07-31,7,3,1.12,8.85,3,3,FALSE
_EO~V,Rtw,2018-08-03,8,6,6.155,35.63,9,5,FALSE
_EO~V,Rtw,2018-08-08,8,4,2.085,9.88,4,2,FALSE
_EO~V,Rtw,2018-08-10,8,6,3.565,28.68,5,33,FALSE
_EO~V,Rtw,2018-09-12,9,4,3.58,23.99,9,8,FALSE
_EO~V,Rtw,2018-09-20,9,5,6.105,35,14,7,FALSE
_EO~V,Rtw,2018-09-27,9,5,2.57,30.63,10,7,FALSE
_EO~V,Rtw,2018-10-04,10,5,3.67,22.03,9,11,FALSE
_EO~V,Rtw,2018-10-15,10,2,4.085,20.53,7,2,FALSE
_EO~V,Rtw,2018-10-17,10,4,9.395,43.31,16,8,FALSE
_EO~V,Rtw,2018-10-25,10,5,5.03,35.75,13,6,FALSE
_EXSy,5S8,2016-03-01,3,3,2.325,13.05,4,20,FALSE
_EXSy,5S8,2016-03-21,3,2,2,9,2,26,FALSE
_EXSy,5S8,2016-04-16,4,7,2,11.1,2,21,FALSE
_EXSy,5S8,2016-05-07,5,7,1.5,10.75,2,14,FALSE
_EXSy,5S8,2016-05-21,5,7,2,12.3,2,74,FALSE
_EXSy,5S8,2016-08-03,8,4,5.26,4.81,5,24,FALSE
_EXSy,5S8,2016-08-27,8,7,1.1,8.92,2,17,FALSE
_EXSy,5S8,2016-09-13,9,3,1,6.4,1,42,FALSE
_EXSy,5S8,2016-10-25,10,3,4,14.1,3,23,FALSE
_EXSy,5S8,2016-11-17,11,5,5,14.2,3,63,FALSE
_EXSy,5S8,2017-01-19,1,5,2,11.9,2,40,FALSE
_EXSy,5S8,2017-02-28,2,3,5.315,22.4,6,106,FALSE
_EXSy,5S8,2017-06-14,6,4,3.235,11.78,4,36,FALSE
_EXSy,5S8,2017-07-20,7,5,2,6,1,100,FALSE
_EXSy,5S8,2017-10-28,10,7,6.178,13.22,8,220,FALSE
_Ii34,7M4,2017-06-16,6,6,2,11.8,1,42,FALSE
_Ii34,7M4,2017-07-28,7,6,0.73,27.22,2,35,FALSE
_Ii34,7M4,2017-09-01,9,6,2.84,15.93,4,1,FALSE
_Ii34,7M4,2017-09-02,9,7,1,5.9,1,6,FALSE
_Ii34,7M4,2017-09-08,9,6,0.235,4.65,1,1,FALSE
_Ii34,7M4,2017-09-09,9,7,4.21,42.33,5,14,FALSE
_Ii34,7M4,2017-09-23,9,7,3.73,17.84,7,13,FALSE
_Ii34,7M4,2017-10-06,10,6,6.39,26.17,7,8,FALSE
_Ii34,7M4,2017-10-14,10,7,2.46,24.09,6,13,FALSE
_Ii34,7M4,2017-10-27,10,6,3.305,25.47,4,1,FALSE
_Ii34,7M4,2017-10-28,10,7,0.32,4.64,1,7,FALSE
_Ii34,7M4,2017-11-04,11,7,2.13,20.42,5,7,FALSE
_Ii34,7M4,2017-11-11,11,7,1.7,5.85,2,7,FALSE
_Ii34,7M4,2017-11-18,11,7,3.02,21.45,5,9,FALSE
_Ii34,7M4,2017-11-27,11,2,2.1,18.68,3,16,FALSE
_Ii34,7M4,2017-12-13,12,4,0.74,13.41,2,3,FALSE
_Ii34,7M4,2017-12-16,12,7,0.62,18.02,4,8,FALSE
_Ii34,7M4,2017-12-24,12,1,5.405,49.17,8,9,FALSE
_Ii34,7M4,2018-01-02,1,3,2,6.7,2,11,FALSE
_Ii34,7M4,2018-01-13,1,7,1.465,28.02,5,6,FALSE
_Ii34,7M4,2018-01-19,1,6,1.49,8.07,5,15,FALSE
_Ii34,7M4,2018-02-03,2,7,2.475,18.57,7,5,FALSE
_Ii34,7M4,2018-02-08,2,5,0.23,3.66,1,2,FALSE
_Ii34,7M4,2018-02-10,2,7,3.05,15.71,5,7,FALSE
_Ii34,7M4,2018-02-17,2,7,1.235,23.08,3,7,FALSE
_Ii34,7M4,2018-02-24,2,7,2.19,23.95,6,20,FALSE
_Ii34,7M4,2018-03-16,3,6,2.75,40.39,8,15,FALSE
_Ii34,7M4,2018-03-31,3,7,3.055,15.22,5,7,FALSE
_Ii34,7M4,2018-04-07,4,7,3.895,24.26,6,7,FALSE
_Ii34,7M4,2018-04-14,4,7,0.385,4.58,1,20,FALSE
_Ii34,7M4,2018-05-04,5,6,3.88,22.73,6,8,FALSE
_Ii34,7M4,2018-05-12,5,7,0.86,20.01,2,14,FALSE
_Ii34,7M4,2018-05-26,5,7,2.78,22.83,4,13,FALSE
_Ii34,7M4,2018-06-08,6,6,2.2,18.6,3,15,FALSE
_Ii34,7M4,2018-06-23,6,7,2.325,17.84,3,14,FALSE
_Ii34,7M4,2018-07-07,7,7,1,3.95,1,20,FALSE
_Ii34,7M4,2018-07-27,7,6,4.49,31.58,6,43,FALSE
_Ii34,7M4,2018-09-08,9,7,0.52,3.38,1,7,FALSE
_Ii34,7M4,2018-09-15,9,7,2,6.2,2,7,FALSE
_Ii34,7M4,2018-09-22,9,7,1,9.25,1,6,FALSE
_Ii34,7M4,2018-09-28,9,6,2.13,21.34,3,8,FALSE
_Ii34,7M4,2018-10-06,10,7,1.045,17.64,4,25,FALSE
_KI52,7M4,2017-03-03,3,6,1.13,12.04,4,155,FALSE
_KI52,7M4,2017-08-05,8,7,15.46,33.41,4,25,FALSE
_KI52,7M4,2017-08-30,8,4,8.425,27.72,9,44,FALSE
_KI52,7M4,2017-10-13,10,6,7.72,21.27,6,119,FALSE
_KI52,7M4,2018-02-09,2,6,4.99,17.51,8,7,FALSE
_KI52,7M4,2018-02-16,2,6,2.285,6.64,4,14,FALSE
_KI52,7M4,2018-03-02,3,6,10.14,29,7,14,FALSE
_KI52,7M4,2018-03-16,3,6,2.825,11.27,5,24,FALSE
_KI52,7M4,2018-04-09,4,2,2.935,12.73,5,14,FALSE
_KI52,7M4,2018-04-23,4,2,1.095,10.39,2,7,FALSE
_KI52,7M4,2018-04-30,4,2,1.94,32.72,6,10,FALSE
_KI52,7M4,2018-05-10,5,5,3.325,23.3,8,56,FALSE
_KI52,7M4,2018-07-05,7,5,0.355,8.74,2,6,FALSE
_KI52,7M4,2018-07-11,7,4,2.955,12.52,6,9,FALSE
_KI52,7M4,2018-07-20,7,6,0.65,7.29,3,8,FALSE
_KI52,7M4,2018-07-28,7,7,7.025,22.98,8,35,FALSE
_KI52,7M4,2018-09-01,9,7,0.73,8.75,3,14,FALSE
_KI52,7M4,2018-09-15,9,7,1.51,21.71,4,11,FALSE
_KI52,7M4,2018-09-26,9,4,8.55,19.32,7,22,FALSE
_kKBr,sN6,2017-01-14,1,7,1.355,23.85,2,14,FALSE
_kKBr,sN6,2017-01-28,1,7,1.035,24.84,1,42,FALSE
_kKBr,sN6,2017-03-11,3,7,1.1,24.37,2,63,FALSE
_kKBr,sN6,2017-05-13,5,7,0.66,12.87,1,18,FALSE
_kKBr,sN6,2017-05-31,5,4,2.335,11.91,4,50,FALSE
_kKBr,sN6,2017-07-20,7,5,0.755,10.42,1,23,FALSE
